customer_id,recency,frequency,monetary_total,monetary_avg,age,gender,behavior_type,cluster,segment_name,segment_description,segment_strategy,test_group,campaign_version,clicked,converted,purchase_amount,revenue_per_customer,customer_lifetime_value,engagement_score
7598,20,12,884.26,73.69,24,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,0,0.0,0.0,2210.65,46.6
7599,107,3,328.8,109.6,54,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,822.0,22.1
7600,239,2,136.95,68.47,43,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,342.375,11.4
7601,183,1,60.39,60.39,38,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,150.975,12.2
7602,11,3,276.61,92.2,32,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,691.5250000000001,26.8
7603,38,6,362.14,60.36,47,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,905.3499999999999,31.0
7604,19,3,283.5,94.5,27,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,708.75,26.5
7605,244,4,150.53,37.63,44,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,376.325,14.5
7606,87,6,454.13,75.69,29,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1135.325,29.2
7607,36,6,367.69,61.28,26,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,919.225,31.1
7608,86,2,108.22,54.11,30,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,270.55,19.5
7609,49,10,805.82,80.58,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2014.5500000000002,41.0
7610,10,9,1377.77,153.09,39,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,3444.425,47.0
7611,21,11,891.89,81.08,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,2229.725,45.0
7612,19,6,378.09,63.01,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,945.2249999999999,32.2
7613,258,3,261.47,87.16,27,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,653.6750000000001,13.2
7614,7,13,1940.57,149.27,34,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,4851.425,59.0
7615,6,8,705.84,88.23,62,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1764.6000000000001,39.2
7616,108,5,309.57,61.91,23,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,773.925,25.0
7617,13,9,1294.67,143.85,42,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,3236.675,46.1
7618,9,5,278.39,55.68,62,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,695.9749999999999,30.2
7619,182,4,429.39,107.35,20,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,1073.475,20.5
7620,213,7,576.38,82.34,45,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,1,1,85.66,85.66,1440.95,25.0
7621,6,11,741.01,67.36,27,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1852.525,44.4
7622,13,4,200.94,50.24,32,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,502.35,27.6
7623,68,4,147.57,36.89,27,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,368.92499999999995,24.1
7624,10,19,3161.01,166.37,29,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7902.525000000001,80.1
7625,16,6,387.48,64.58,80,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,968.7,32.4
7626,67,4,226.55,56.64,52,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,566.375,24.9
7627,101,6,380.72,63.45,56,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,1,0,0.0,0.0,951.8000000000001,27.7
7628,57,3,113.14,37.71,47,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,282.85,22.8
7629,93,7,545.93,77.99,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,1,74.41,74.41,1364.8249999999998,31.3
7630,18,6,378.41,63.07,45,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,946.0250000000001,32.2
7631,168,10,1509.73,150.97,56,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,3774.325,41.2
7632,35,5,312.88,62.58,27,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,782.2,29.1
7633,82,11,986.78,89.71,54,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2466.95,42.5
7634,231,4,244.46,61.12,50,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,611.15,16.1
7635,14,4,356.07,89.02,67,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,890.175,29.0
7636,41,10,673.83,67.38,33,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1684.575,40.2
7637,245,6,278.15,46.36,23,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,695.375,18.8
7638,14,21,3033.48,144.45,34,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7583.7,81.9
7639,2,3,202.93,67.64,61,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,507.32500000000005,26.6
7640,33,5,283.53,56.71,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,708.8249999999999,28.9
7641,233,4,226.97,56.74,18,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,567.425,15.8
7642,71,9,746.48,82.94,41,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1866.2,37.7
7643,11,2,154.0,77.0,33,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,385.0,24.1
7644,82,3,243.4,81.13,40,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,608.5,22.6
7645,10,11,867.36,78.85,54,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2168.4,45.4
7646,22,6,393.18,65.53,31,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,982.95,32.2
7647,103,4,234.73,58.68,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,0,0.0,0.0,586.8249999999999,23.0
7648,26,6,566.94,94.49,70,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1417.3500000000001,33.6
7649,74,4,203.3,50.82,25,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,508.25,24.3
7650,64,6,198.41,33.07,24,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,496.025,28.0
7651,68,10,1582.59,158.26,56,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,3956.475,47.4
7652,41,3,209.34,69.78,34,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,523.35,24.6
7653,27,9,681.57,75.73,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,0,0.0,0.0,1703.9250000000002,39.4
7654,23,6,355.9,59.32,47,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,889.75,31.7
7655,50,3,194.3,64.77,56,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,485.75,23.9
7656,100,4,270.54,67.64,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,676.35,23.5
7657,11,5,305.11,61.02,62,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,762.7750000000001,30.3
7658,43,3,189.93,63.31,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,474.82500000000005,24.3
7659,12,9,891.26,99.03,51,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,2228.15,42.3
7660,16,10,695.57,69.56,27,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,0,0.0,0.0,1738.9250000000002,41.8
7661,2,14,2061.06,147.22,60,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,5152.65,62.0
7662,120,4,420.94,105.24,42,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,1052.35,23.9
7663,5,11,818.47,74.41,29,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,2046.1750000000002,45.2
7664,82,6,498.66,83.11,49,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1246.65,29.9
7665,11,9,719.38,79.93,53,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1798.45,40.7
7666,37,6,291.81,48.64,49,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,729.525,30.4
7667,28,15,2450.73,163.38,24,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,6126.825,65.9
7668,149,1,50.91,50.91,32,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,127.27499999999999,13.9
7669,40,8,671.82,83.98,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1679.5500000000002,37.0
7670,177,1,34.44,34.44,39,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,86.1,12.2
7671,88,3,298.26,99.42,51,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,745.65,22.8
7672,60,7,277.22,39.6,18,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,693.0500000000001,30.6
7673,23,9,651.73,72.41,45,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1629.325,39.4
7674,188,5,186.5,37.3,35,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,466.25,19.5
7675,61,6,318.86,53.14,27,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,797.1500000000001,29.3
7676,116,3,265.6,88.53,28,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,664.0,21.0
7677,40,21,2993.21,142.53,36,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,7483.025,80.0
7678,14,6,247.27,41.21,18,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,618.1750000000001,31.2
7679,228,4,374.77,93.69,29,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,936.925,17.5
7680,5,10,798.8,79.88,26,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1997.0,43.4
7681,14,5,287.24,57.45,47,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,718.1,30.0
7682,111,5,414.56,82.91,27,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,0,0.0,0.0,1036.4,25.9
7683,56,8,675.74,84.47,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,1689.35,36.2
7684,7,3,304.27,101.42,63,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,760.675,27.3
7685,136,2,111.29,55.64,54,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,278.225,16.8
7686,75,5,339.44,67.89,53,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,848.6,27.1
7687,17,15,2314.11,154.27,32,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,5785.275000000001,65.2
7688,10,6,470.89,78.48,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1177.225,33.6
7689,92,3,243.91,81.3,36,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,609.775,22.1
7690,166,1,45.26,45.26,37,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,113.14999999999999,12.9
7691,14,6,380.46,63.41,46,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,951.15,32.5
7692,18,11,958.85,87.17,31,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,2397.125,45.8
7693,10,6,416.83,69.47,62,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1042.075,33.0
7694,132,9,1265.81,140.65,37,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,3164.5249999999996,39.3
7695,9,8,698.75,87.34,49,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1746.875,39.0
7696,11,13,1699.12,130.7,61,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,4247.799999999999,56.5
7697,22,10,781.82,78.18,55,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1954.5500000000002,42.3
7698,10,3,313.24,104.41,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,783.1,27.2
7699,1,10,805.38,80.54,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,2013.45,43.7
7700,64,8,529.33,66.17,52,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1323.325,34.4
7701,35,10,1519.73,151.97,53,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,3799.325,48.6
7702,182,2,170.68,85.34,23,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,426.70000000000005,14.9
7703,4,7,551.67,78.81,30,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1379.175,36.3
7704,44,3,122.25,40.75,54,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,305.625,23.6
7705,40,17,2211.35,130.08,28,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,5528.375,66.2
7706,5,4,268.26,67.06,35,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,670.65,28.7
7707,73,10,810.28,81.03,63,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,2025.6999999999998,39.8
7708,31,5,380.37,76.07,39,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,950.925,29.9
7709,56,5,286.91,57.38,29,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,717.2750000000001,27.7
7710,16,20,3325.32,166.27,26,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,1,1,130.57,130.57,8313.300000000001,82.9
7711,21,8,664.46,83.06,44,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,1661.15,38.0
7712,48,12,1073.83,89.49,20,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,2684.575,46.8
7713,7,6,478.22,79.7,36,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1195.5500000000002,33.8
7714,120,1,34.2,34.2,44,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,85.5,15.4
7715,10,6,393.13,65.52,59,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,982.825,32.8
7716,2,4,274.78,68.69,50,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,686.9499999999999,28.9
7717,78,18,2404.24,133.57,29,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,6010.599999999999,67.5
7718,54,1,71.7,71.7,57,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,179.25,19.3
7719,12,3,208.0,69.33,35,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,520.0,26.1
7720,29,4,87.59,21.9,21,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,218.97500000000002,25.6
7721,16,11,904.27,82.21,37,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,2260.675,45.4
7722,47,2,75.4,37.7,61,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,188.5,21.3
7723,8,8,718.55,89.82,42,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1796.375,39.2
7724,77,5,402.96,80.59,40,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1007.4,27.6
7725,48,10,758.8,75.88,64,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1897.0,40.6
7726,190,3,203.58,67.86,18,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,1,1,82.6,82.6,508.95000000000005,16.3
7727,46,4,260.42,65.1,20,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,651.0500000000001,26.4
7728,12,6,341.42,56.9,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,1,65.31,65.31,853.5500000000001,32.2
7729,107,3,137.55,45.85,45,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,343.875,20.3
7730,57,6,222.4,37.07,42,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,556.0,28.6
7731,26,3,161.72,53.91,63,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,1,0,0.0,0.0,404.3,24.9
7732,2,8,256.78,32.1,43,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,641.9499999999999,35.1
7733,72,5,290.64,58.13,33,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,1,0,0.0,0.0,726.5999999999999,26.8
7734,32,7,234.07,33.44,40,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,585.175,31.7
7735,22,7,732.77,104.68,41,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1831.925,37.0
7736,8,4,218.02,54.5,18,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,A,Generic,0,0,0.0,0.0,545.0500000000001,28.0
7737,134,2,86.54,43.27,80,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,1,1,50.04,50.04,216.35000000000002,16.7
7738,16,8,671.88,83.98,47,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,1679.7,38.4
7739,52,4,285.45,71.36,43,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,713.625,26.3
7740,13,4,287.11,71.78,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,1,0,0.0,0.0,717.7750000000001,28.4
7741,4,5,178.34,35.67,50,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,445.85,29.5
7742,70,6,531.89,88.65,37,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1329.725,30.9
7743,3,6,367.95,61.32,30,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,919.875,33.0
7744,113,3,88.72,29.57,48,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,221.8,19.5
7745,251,1,46.93,46.93,45,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,117.325,8.3
7746,136,7,599.71,85.67,27,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1499.275,29.5
7747,16,22,2999.03,136.32,61,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,7497.575000000001,83.0
7748,32,10,1656.83,165.68,44,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,B,Targeted,0,0,0.0,0.0,4142.075,50.1
7749,30,12,861.52,71.79,50,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,B,Targeted,0,0,0.0,0.0,2153.8,45.8
7750,120,3,96.4,32.13,60,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,241.0,19.1
7751,38,15,2225.25,148.35,40,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities,A,Generic,0,0,0.0,0.0,5563.125,63.2
7752,136,1,42.82,42.82,44,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,B,Targeted,0,0,0.0,0.0,107.05,14.6
7753,21,2,53.78,26.89,52,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers,A,Generic,0,0,0.0,0.0,134.45,22.6
7754,67,9,723.0,80.33,29,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment,B,Targeted,0,0,0.0,0.0,1807.5,37.6
7755,336,1,44.55,44.55,40,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content,A,Generic,0,0,0.0,0.0,111.375,3.6
