customer_id,recency,frequency,monetary_total,monetary_avg,age,gender,behavior_type,cluster,segment_name,segment_description,segment_strategy
5962,36,5,253.25,50.65,71,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5963,309,1,42.39,42.39,40,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5964,49,8,285.11,35.64,19,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5965,28,2,170.69,85.34,60,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5966,161,2,77.94,38.97,41,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5967,187,2,158.66,79.33,52,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5968,214,1,59.67,59.67,58,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5969,24,16,2139.36,133.71,45,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
5970,18,5,444.92,88.98,31,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5971,74,18,2497.1,138.73,54,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
5972,62,9,743.44,82.6,40,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5973,15,5,263.08,52.62,50,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5974,172,2,102.19,51.1,18,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5975,211,1,65.78,65.78,46,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5976,69,7,585.02,83.57,30,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5977,36,4,143.4,35.85,64,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5978,85,5,401.53,80.31,49,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5979,33,3,95.39,31.8,43,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5980,10,9,687.43,76.38,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5981,17,17,2590.09,152.36,25,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
5982,56,3,208.7,69.57,64,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5983,18,25,3922.12,156.88,69,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
5984,62,2,130.33,65.16,45,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5985,243,1,70.96,70.96,63,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5986,75,1,65.35,65.35,31,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5987,123,1,66.81,66.81,28,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5988,19,12,1909.41,159.12,40,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
5989,262,3,127.16,42.39,46,F,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5990,38,8,571.28,71.41,34,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5991,70,6,353.6,58.93,48,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5992,47,3,162.11,54.04,44,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5993,24,5,518.59,103.72,25,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5994,155,6,376.55,62.76,47,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5995,131,2,97.49,48.74,52,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
5996,9,1,76.52,76.52,42,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5997,10,7,637.77,91.11,57,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
5998,4,10,832.14,83.21,21,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
5999,125,4,157.16,39.29,47,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6000,53,2,88.29,44.14,22,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6001,11,6,347.83,57.97,23,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6002,146,6,555.43,92.57,30,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6003,18,9,800.9,88.99,25,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6004,132,6,306.26,51.04,31,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6005,113,1,69.92,69.92,36,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6006,127,6,497.8,82.97,52,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6007,16,12,1005.51,83.79,35,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6008,67,6,361.09,60.18,18,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6009,88,4,189.62,47.4,57,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6010,112,5,264.04,52.81,27,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6011,221,3,143.68,47.89,39,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6012,195,7,533.21,76.17,46,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6013,12,4,319.68,79.92,42,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6014,137,6,477.11,79.52,56,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6015,222,1,76.77,76.77,47,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6016,35,4,273.95,68.49,27,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6017,13,8,632.09,79.01,72,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6018,182,6,223.21,37.2,42,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6019,63,5,348.45,69.69,37,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6020,24,3,131.82,43.94,54,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6021,1,11,800.27,72.75,43,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6022,210,8,661.11,82.64,45,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6023,227,1,70.25,70.25,77,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6024,24,18,2994.14,166.34,35,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6025,129,5,279.96,55.99,35,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6026,250,1,57.86,57.86,41,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6027,222,1,64.85,64.85,56,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6028,15,19,3098.95,163.1,18,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6029,94,5,443.85,88.77,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6030,70,2,163.16,81.58,31,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6031,178,5,284.5,56.9,18,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6032,22,9,612.15,68.02,33,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6033,112,6,222.49,37.08,47,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6034,40,3,128.06,42.69,26,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6035,16,6,582.08,97.01,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6036,165,3,128.51,42.84,41,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6037,131,5,315.52,63.1,52,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6038,280,5,385.11,77.02,18,F,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6039,15,20,3430.99,171.55,52,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6040,13,6,421.88,70.31,52,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6041,276,2,152.74,76.37,54,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6042,9,8,755.87,94.48,58,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6043,51,5,341.2,68.24,73,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6044,11,5,355.08,71.02,34,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6045,171,5,266.38,53.28,41,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6046,117,6,191.04,31.84,33,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6047,96,3,207.9,69.3,40,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6048,12,5,296.87,59.37,62,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6049,64,12,2088.4,174.03,19,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6050,45,2,112.71,56.36,27,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6051,39,4,151.32,37.83,60,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6052,40,10,883.47,88.35,55,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6053,5,21,3225.2,153.58,34,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6054,62,5,313.35,62.67,52,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6055,15,16,2166.17,135.39,45,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6056,86,7,264.66,37.81,62,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6057,139,4,349.03,87.26,41,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6058,77,7,516.81,73.83,55,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6059,10,5,325.5,65.1,79,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6060,83,15,2145.69,143.05,48,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6061,48,18,2444.58,135.81,40,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6062,18,19,2545.94,134.0,50,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6063,23,4,148.27,37.07,34,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6064,16,5,211.46,42.29,75,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6065,59,4,258.11,64.53,42,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6066,114,8,1083.72,135.46,35,F,High_Value,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6067,173,3,232.59,77.53,27,M,Regular,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6068,157,4,212.38,53.1,56,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6069,104,7,228.72,32.67,53,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6070,60,4,278.88,69.72,32,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6071,7,4,172.59,43.15,48,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6072,37,12,823.02,68.58,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6073,11,8,214.34,26.79,42,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6074,6,18,2598.87,144.38,46,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6075,78,9,1263.81,140.42,65,M,High_Value,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6076,143,5,271.65,54.33,28,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6077,2,10,682.42,68.24,20,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6078,206,1,73.97,73.97,26,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6079,46,9,1284.74,142.75,19,F,High_Value,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6080,25,6,441.67,73.61,60,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6081,16,11,831.46,75.59,63,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6082,81,3,218.28,72.76,44,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6083,126,8,670.85,83.86,58,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6084,212,1,49.96,49.96,42,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6085,9,20,3098.11,154.91,38,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6086,55,4,412.11,103.03,35,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6087,98,1,46.19,46.19,35,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6088,28,6,176.95,29.49,18,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6089,3,23,3115.88,135.47,43,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6090,108,7,208.54,29.79,39,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6091,16,4,257.96,64.49,51,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6092,61,3,105.37,35.12,41,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6093,60,4,228.17,57.04,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6094,21,7,580.35,82.91,26,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6095,241,1,79.41,79.41,41,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6096,9,10,693.98,69.4,51,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6097,192,2,84.86,42.43,22,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6098,169,5,139.99,28.0,41,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6099,21,17,2757.41,162.2,43,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6100,27,5,220.72,44.14,29,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6101,73,3,217.69,72.56,31,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6102,90,2,179.63,89.82,43,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6103,6,3,189.4,63.13,22,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6104,31,5,274.83,54.97,45,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6105,117,3,152.68,50.89,26,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6106,138,4,183.43,45.86,55,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6107,14,12,1834.24,152.85,75,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6108,32,12,1674.24,139.52,27,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6109,32,11,806.55,73.32,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6110,32,8,265.51,33.19,29,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6111,40,5,153.35,30.67,55,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6112,96,3,244.13,81.38,21,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6113,107,7,585.03,83.58,47,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6114,96,9,680.94,75.66,26,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6115,2,21,3524.81,167.85,36,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6116,8,4,239.95,59.99,24,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6117,55,4,175.36,43.84,52,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6118,107,5,280.72,56.14,27,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6119,134,4,240.73,60.18,48,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6120,35,5,332.03,66.41,34,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6121,26,6,361.72,60.29,38,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6122,15,4,185.52,46.38,42,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6123,32,8,647.48,80.94,28,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6124,54,12,2068.1,172.34,43,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6125,17,19,2357.08,124.06,62,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6126,9,13,2096.3,161.25,28,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6127,13,3,165.26,55.09,57,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6128,15,8,549.42,68.68,62,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6129,48,6,184.92,30.82,27,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6130,37,7,526.92,75.27,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6131,18,5,311.95,62.39,44,M,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6132,79,5,156.22,31.24,31,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6133,16,4,246.26,61.56,68,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6134,17,12,1109.39,92.45,40,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6135,18,7,299.02,42.72,27,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6136,20,6,446.78,74.46,22,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6137,20,20,3086.95,154.35,56,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6138,7,9,1362.7,151.41,31,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6139,182,3,129.85,43.28,40,M,Bargain_Hunter,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6140,188,4,269.98,67.5,54,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6141,10,7,541.67,77.38,32,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6142,12,6,233.02,38.84,39,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6143,17,25,3668.73,146.75,39,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6144,78,11,880.67,80.06,50,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6145,12,5,382.4,76.48,48,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6146,111,5,367.71,73.54,36,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6147,12,8,585.59,73.2,40,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6148,36,3,152.96,50.99,34,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6149,14,10,829.82,82.98,18,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6150,64,3,249.5,83.17,43,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6151,19,12,826.61,68.88,68,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6152,6,20,2501.78,125.09,26,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6153,38,2,150.7,75.35,28,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6154,6,8,1305.36,163.17,26,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6155,6,2,49.93,24.96,50,F,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6156,240,5,300.84,60.17,46,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6157,53,2,66.86,33.43,37,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6158,83,9,820.45,91.16,26,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6159,61,3,197.68,65.89,41,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6160,19,6,199.34,33.22,18,M,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6161,94,7,489.61,69.94,42,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6162,7,20,3319.16,165.96,53,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6163,27,15,2247.31,149.82,21,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6164,75,10,801.77,80.18,18,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6165,69,5,347.48,69.5,63,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6166,38,8,534.5,66.81,30,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6167,214,2,87.57,43.78,57,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6168,134,12,1044.15,87.01,37,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6169,140,2,134.6,67.3,37,M,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6170,50,5,313.92,62.78,46,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6171,1,9,782.12,86.9,26,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6172,96,2,92.12,46.06,41,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6173,26,4,173.94,43.48,34,F,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6174,116,4,205.17,51.29,20,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6175,31,15,2096.44,139.76,45,F,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6176,39,4,236.12,59.03,36,M,Occasional,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6177,46,11,848.51,77.14,37,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6178,26,7,608.07,86.87,21,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6179,107,5,321.72,64.34,63,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6180,23,22,3218.44,146.29,53,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6181,41,6,551.31,91.88,54,M,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6182,299,1,57.28,57.28,35,F,Occasional,3,Potential Loyalists,Recent customers with good frequency,Nurture relationship with targeted content
6183,82,10,1543.94,154.39,18,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6184,51,3,78.91,26.3,69,M,Bargain_Hunter,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6185,58,2,77.37,38.68,39,F,Bargain_Hunter,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6186,14,6,483.38,80.56,28,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6187,31,9,713.0,79.22,46,F,Regular,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6188,120,6,442.94,73.82,57,F,Occasional,2,At Risk,Previously valuable but haven't purchased recently,Win-back campaigns with special offers
6189,9,12,1070.4,89.2,39,M,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6190,3,8,1232.45,154.06,59,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6191,3,15,2184.25,145.62,56,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
6192,49,10,757.88,75.79,23,F,Regular,0,Champions,"High-value, frequent, recent customers",Reward and retain with VIP treatment
6193,20,11,1464.39,133.13,29,M,High_Value,1,Loyal Customers,Regular customers with good monetary value,Upsell and cross-sell opportunities
