customer_id,cluster,segment_name,age,gender,recency,frequency,monetary_total,email_subject_generic,email_subject_targeted,discount_percent,campaign_type,expected_ctr_base,send_frequency,channel_priority
5138,2,At Risk,50,M,110,7,569.44,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5139,1,Loyal Customers,29,F,5,18,2870.4,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5140,0,Champions,30,F,41,11,1023.02,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5141,0,Champions,31,F,13,9,678.93,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5142,2,At Risk,48,M,4,8,301.98,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5143,2,At Risk,55,M,31,12,908.17,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5144,3,Potential Loyalists,33,F,114,2,60.5,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5145,2,At Risk,53,F,51,4,271.52,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5146,3,Potential Loyalists,41,F,273,2,108.71,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5147,0,Champions,38,M,43,9,776.55,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5148,0,Champions,36,F,14,5,418.84,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5149,1,Loyal Customers,51,M,14,12,1470.2,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5150,2,At Risk,44,M,68,5,298.44,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5151,2,At Risk,74,F,50,5,176.05,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5152,1,Loyal Customers,27,M,10,21,3394.45,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5153,1,Loyal Customers,47,M,22,22,3425.85,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5154,0,Champions,32,F,42,1,42.82,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5155,0,Champions,26,F,24,5,315.03,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5156,0,Champions,39,M,34,7,246.6,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5157,1,Loyal Customers,42,F,25,14,2126.72,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5158,3,Potential Loyalists,80,M,278,1,71.76,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5159,0,Champions,37,M,23,5,182.87,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5160,0,Champions,23,F,108,4,344.11,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5161,2,At Risk,44,F,28,6,370.75,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5162,0,Champions,18,M,86,7,569.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5163,0,Champions,38,M,1,6,350.52,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5164,0,Champions,40,F,55,3,149.47,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5165,3,Potential Loyalists,51,M,139,3,192.44,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5166,2,At Risk,54,F,83,4,262.4,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5167,0,Champions,32,F,76,8,591.61,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5168,0,Champions,37,F,9,10,739.35,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5169,3,Potential Loyalists,28,F,307,1,44.59,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5170,3,Potential Loyalists,23,F,173,3,178.61,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5171,2,At Risk,44,M,2,4,224.19,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5172,0,Champions,20,M,1,6,432.34,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5173,1,Loyal Customers,33,M,4,21,3532.51,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5174,1,Loyal Customers,25,M,16,11,1414.8,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5175,1,Loyal Customers,48,F,12,16,2653.02,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5176,2,At Risk,67,M,65,6,422.17,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5177,0,Champions,20,F,80,5,411.85,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5178,0,Champions,18,F,38,9,710.89,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5179,0,Champions,38,F,16,12,1069.52,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5180,1,Loyal Customers,40,F,2,20,2928.26,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5181,2,At Risk,43,M,60,7,645.3,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5182,1,Loyal Customers,33,M,48,15,2079.19,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5183,0,Champions,36,F,56,7,620.89,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5184,2,At Risk,45,F,35,3,134.42,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5185,3,Potential Loyalists,55,F,206,4,138.83,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5186,3,Potential Loyalists,18,F,289,2,104.31,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5187,3,Potential Loyalists,34,F,127,4,358.62,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5188,2,At Risk,43,M,7,8,275.5,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5189,0,Champions,26,M,47,4,373.67,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5190,1,Loyal Customers,65,F,51,15,2280.87,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5191,0,Champions,30,M,85,6,336.61,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5192,0,Champions,39,F,83,6,190.8,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5193,1,Loyal Customers,48,M,57,13,2136.86,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5194,0,Champions,31,M,22,12,1206.7,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5195,0,Champions,18,F,76,7,508.17,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5196,0,Champions,33,M,42,9,612.92,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5197,1,Loyal Customers,55,M,14,11,1645.24,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5198,0,Champions,34,F,10,8,704.29,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5199,0,Champions,27,M,24,4,287.24,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5200,2,At Risk,53,M,37,4,136.38,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5201,3,Potential Loyalists,35,F,107,3,109.21,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5202,0,Champions,32,F,30,4,210.73,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5203,2,At Risk,42,M,82,3,145.18,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5204,2,At Risk,51,M,2,6,364.85,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5205,2,At Risk,75,F,5,4,158.24,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5206,2,At Risk,52,M,5,5,320.88,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5207,2,At Risk,57,M,23,6,439.22,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5208,0,Champions,32,M,4,6,318.66,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5209,0,Champions,24,F,18,8,581.64,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5210,0,Champions,40,M,9,10,764.44,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5211,0,Champions,41,F,40,11,750.62,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5212,0,Champions,23,F,4,6,220.26,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5213,3,Potential Loyalists,37,F,128,2,143.28,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5214,3,Potential Loyalists,45,F,268,1,43.81,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5215,2,At Risk,45,F,68,2,147.7,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5216,2,At Risk,47,F,29,7,669.25,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5217,2,At Risk,44,F,2,8,307.25,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5218,0,Champions,32,F,15,4,215.09,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5219,0,Champions,32,M,24,4,228.02,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5220,0,Champions,22,M,89,5,471.39,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5221,2,At Risk,66,F,37,8,651.44,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5222,1,Loyal Customers,40,F,24,22,3647.36,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5223,0,Champions,36,F,36,6,367.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5224,0,Champions,26,F,3,11,783.63,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5225,2,At Risk,80,F,20,2,114.17,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5226,3,Potential Loyalists,23,F,161,4,237.29,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5227,0,Champions,33,F,15,3,98.92,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5228,2,At Risk,46,M,60,3,114.78,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5229,2,At Risk,49,M,80,7,238.93,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5230,2,At Risk,54,M,34,2,86.83,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5231,2,At Risk,67,M,5,11,979.15,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5232,1,Loyal Customers,47,F,1,15,2425.78,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5233,0,Champions,24,F,17,6,386.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5234,0,Champions,36,M,52,6,418.36,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5235,2,At Risk,44,M,36,2,48.25,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5236,3,Potential Loyalists,71,M,301,1,77.3,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5237,0,Champions,19,M,38,8,784.74,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5238,2,At Risk,58,F,124,1,77.99,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5239,3,Potential Loyalists,42,M,142,2,49.6,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5240,2,At Risk,52,F,25,7,613.28,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5241,1,Loyal Customers,38,F,9,24,3410.47,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5242,3,Potential Loyalists,27,F,180,4,255.36,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5243,2,At Risk,51,F,43,3,205.21,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5244,2,At Risk,49,M,59,4,218.72,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5245,2,At Risk,54,F,58,4,232.65,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5246,0,Champions,39,F,18,5,316.97,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5247,1,Loyal Customers,31,M,42,9,1389.04,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5248,0,Champions,18,M,91,2,124.51,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5249,2,At Risk,52,M,26,5,178.43,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5250,3,Potential Loyalists,46,F,126,2,127.32,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5251,0,Champions,25,M,13,8,275.27,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5252,0,Champions,31,M,76,1,60.95,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5253,1,Loyal Customers,32,M,2,21,3375.2,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5254,0,Champions,18,F,26,5,178.38,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5255,3,Potential Loyalists,27,F,134,4,231.08,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5256,0,Champions,22,M,88,4,294.41,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5257,3,Potential Loyalists,33,F,295,1,48.34,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5258,0,Champions,28,F,19,3,113.89,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5259,0,Champions,18,M,20,4,234.51,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5260,2,At Risk,70,M,27,3,301.07,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5261,2,At Risk,58,F,72,7,624.17,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5262,0,Champions,28,F,58,6,185.92,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5263,2,At Risk,44,F,63,3,263.89,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5264,1,Loyal Customers,46,F,138,11,1858.54,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5265,2,At Risk,57,F,53,7,628.71,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5266,0,Champions,27,M,51,4,175.02,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5267,1,Loyal Customers,56,M,3,8,1200.32,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5268,0,Champions,31,F,80,7,512.14,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5269,0,Champions,19,M,89,4,213.95,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5270,1,Loyal Customers,50,M,11,10,1389.79,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5271,2,At Risk,59,F,137,3,188.82,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5272,2,At Risk,78,M,69,2,115.81,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5273,0,Champions,22,F,39,1,64.44,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5274,2,At Risk,50,M,15,4,221.24,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5275,0,Champions,33,M,38,5,183.26,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5276,2,At Risk,51,F,107,1,44.95,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5277,1,Loyal Customers,18,F,11,12,1901.33,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5278,1,Loyal Customers,21,M,10,25,3988.37,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5279,0,Champions,28,F,17,4,270.6,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5280,0,Champions,41,F,76,3,159.76,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5281,3,Potential Loyalists,30,F,182,6,336.81,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5282,2,At Risk,49,M,32,12,892.52,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5283,2,At Risk,55,M,88,3,75.43,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5284,2,At Risk,48,M,39,2,158.31,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5285,3,Potential Loyalists,64,F,172,6,354.85,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5286,3,Potential Loyalists,46,M,238,4,225.71,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5287,1,Loyal Customers,21,M,42,22,2970.75,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5288,2,At Risk,60,F,10,6,337.46,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5289,0,Champions,30,M,10,6,321.68,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5290,3,Potential Loyalists,53,M,179,8,713.56,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5291,2,At Risk,63,F,48,4,251.22,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5292,1,Loyal Customers,46,F,25,9,1424.54,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5293,0,Champions,18,F,57,9,762.75,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5294,3,Potential Loyalists,26,M,187,4,153.74,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5295,2,At Risk,59,M,86,6,354.01,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5296,3,Potential Loyalists,37,F,218,2,59.81,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5297,0,Champions,41,F,8,5,300.74,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5298,1,Loyal Customers,51,F,5,21,3140.89,Check Out Our Latest Offers,Your Favorites Are Back in Stock!,10,Product Restock Alert,0.09,Bi-weekly,Email + Push
5299,3,Potential Loyalists,50,M,199,1,68.43,Check Out Our Latest Offers,Complete Your Style - Special Member Pricing,12,Cross-Sell Campaign,0.08,Bi-weekly,Email + Social Media
5300,2,At Risk,44,M,49,3,205.88,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
5301,0,Champions,36,M,3,3,163.09,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5302,0,Champions,35,M,42,12,1000.08,Check Out Our Latest Offers,Exclusive VIP Access - New Premium Collection,15,Premium Product Launch,0.12,Weekly,Email + SMS + Push
5303,2,At Risk,52,M,29,6,210.7,Check Out Our Latest Offers,We Miss You! 20% Off Everything,20,Win-Back Campaign,0.06,Monthly,Email + Direct Mail
